kernel,class,arm,class_cap,app_cap,tier_nodes,inserted_classes,stop,iterations,applications,classes_at_stop,live_classes,objective,shared_pass_bytes,input_nodes,compiled_nodes,bytes,dag_cost,schedule,selects,guarded,exclusive,spill_slots,hoisted,same_form_nan_mismatch,same_form_max_abs,packed_mismatch_same,optimize_ms,emit_ms,sat_wall_ms,peak_alloc_mb,git_sha
glyph16_U0052,glyph16,caph6-5000-50000-app40x,8664,346560,3105,1444,class_cap,1,6914,8460,3238,shared,332008,1709,1203,12960,5399,349,42,790,800,0,152,0,0.0000008940696716308594,0,77.750,17.325,74.668,4.94,3f714e09
glyph16_U0053,glyph16,caph6-5000-50000-app40x,16398,655920,5943,2733,class_cap,1,13031,16047,6197,shared,617756,3135,2280,24352,10402,632,77,1517,1528,0,285,0,0.0000016093254089355469,0,106.154,28.758,72.740,8.52,3f714e09
glyph16_U0054,glyph16,caph6-5000-50000-app40x,5000,200000,191,97,class_cap,4,13286,2881,373,tree_cheaper,8628,207,62,704,178,47,5,32,50,0,9,0,0.000001430511474609375,0,177.789,3.746,173.816,1.39,3f714e09
glyph16_U0055,glyph16,caph6-5000-50000-app40x,10674,426960,4031,1779,class_cap,1,8503,10417,4028,shared,398008,2159,1483,16656,6747,435,53,1023,1033,6,184,0,0.0000020265579223632813,0,43.229,25.305,40.323,5.42,3f714e09
glyph16_U0056,glyph16,caph6-5000-50000-app40x,5000,200000,207,121,class_cap,3,8160,2821,398,tree_cheaper,11088,207,114,1328,437,53,5,52,64,0,20,0,0.000003337860107421875,0,104.283,1.196,103.453,1.38,3f714e09
glyph16_U0057,glyph16,caph6-5000-50000-app40x,5000,200000,359,204,class_cap,3,10887,3864,611,tree_cheaper,17848,359,194,2128,796,89,9,104,128,0,32,0,0.0000021457672119140625,0,462.010,2.034,461.383,1.89,3f714e09
glyph16_U0058,glyph16,caph6-5000-50000-app40x,5000,200000,359,201,class_cap,3,10197,4050,720,tree_cheaper,25924,359,205,2128,842,87,9,86,122,0,36,0,0.0000026226043701171875,0,206.815,2.427,205.754,1.94,3f714e09
glyph16_U0059,glyph16,caph6-5000-50000-app40x,5000,200000,275,151,class_cap,3,9522,3253,488,tree_cheaper,13852,283,140,1520,534,69,7,68,89,0,20,0,0.000003337860107421875,0,115.653,1.511,114.754,1.67,3f714e09
glyph16_U005A,glyph16,caph6-5000-50000-app40x,5000,200000,267,148,class_cap,3,9221,2922,418,tree_cheaper,11368,283,126,1360,420,68,7,60,84,0,21,0,0.000001430511474609375,0,100.436,1.451,99.882,1.41,3f714e09
glyph16_U005B,glyph16,caph6-5000-50000-app40x,5000,200000,191,105,quiesced,7,16687,1526,152,tree_cheaper,2372,207,64,752,170,44,5,29,39,0,10,0,0.000000476837158203125,0,139.162,1.176,138.669,0.71,3f714e09
glyph16_U005C,glyph16,caph6-5000-50000-app40x,5000,200000,131,84,class_cap,4,11752,2957,398,tree_cheaper,9460,131,70,912,230,35,3,28,34,0,11,0,0.000000476837158203125,0,104.157,0.834,103.635,1.39,3f714e09
glyph16_U005D,glyph16,caph6-5000-50000-app40x,5000,200000,191,105,quiesced,7,16993,1557,153,tree_cheaper,2360,207,65,752,175,45,5,30,39,0,10,0,0.000000476837158203125,0,157.422,2.026,157.028,0.72,3f714e09
glyph16_U005E,glyph16,caph6-5000-50000-app40x,5000,200000,207,125,class_cap,3,8188,3207,530,tree_cheaper,15384,207,117,1376,441,53,5,52,64,0,20,0,0.000000476837158203125,0,60.544,1.215,60.088,1.47,3f714e09
glyph16_U005F,glyph16,caph6-5000-50000-app40x,5000,200000,123,72,class_cap,5,17275,3086,434,tree_cheaper,9500,131,44,576,115,31,3,18,28,0,5,0,0.00000286102294921875,0,292.107,0.836,291.690,1.40,3f714e09
glyph16_U0060,glyph16,caph6-5000-50000-app40x,5000,200000,131,85,class_cap,4,12657,3671,679,tree_cheaper,13440,131,74,960,240,35,3,28,34,0,11,0,0.000000476837158203125,0,93.450,3.188,93.017,1.84,3f714e09
glyph16_U0061,glyph16,caph6-5000-50000-app40x,15000,600000,5517,2500,class_cap,1,11994,14679,5641,shared,558628,2929,2092,22096,9517,587,72,1391,1408,5,261,0,0.0000018030405044555664,0,64.366,23.492,60.039,8.18,3f714e09
glyph16_U0062,glyph16,caph6-5000-50000-app40x,10932,437280,3981,1822,class_cap,1,8764,10679,4082,shared,390952,2121,1504,15728,6857,426,52,1009,1013,0,186,0,0.0000023245811462402344,0,48.448,14.349,44.402,5.45,3f714e09
glyph16_U0063,glyph16,caph6-5000-50000-app40x,10902,436080,3963,1817,class_cap,1,8704,10657,4098,shared,393308,2083,1509,15680,6909,416,51,992,996,0,190,0,0.000002384185791015625,0,45.355,15.932,41.404,5.45,3f714e09
glyph16_U0064,glyph16,caph6-5000-50000-app40x,10914,436560,3981,1819,class_cap,1,8755,10661,4082,shared,390312,2121,1512,15824,6912,428,52,1004,1017,0,191,0,0.000002384185791015625,0,41.348,16.385,37.320,5.45,3f714e09
glyph16_U0065,glyph16,caph6-5000-50000-app40x,11190,447600,4035,1865,class_cap,1,8936,10937,4193,shared,400380,2159,1561,16496,7071,438,53,1022,1037,0,198,0,0.000001430511474609375,0,46.218,18.911,42.003,5.63,3f714e09
glyph16_U0066,glyph16,caph6-5000-50000-app40x,5000,200000,1245,576,class_cap,2,6766,4781,1109,shared,82460,809,447,4944,1821,161,20,299,307,0,48,0,0.0000006854534149169922,0,153.682,6.112,151.979,2.48,3f714e09
glyph16_U0067,glyph16,caph6-5000-50000-app40x,16164,646560,5969,2694,class_cap,1,12979,15816,6054,shared,606624,3173,2233,23744,10219,633,78,1511,1525,0,279,0,0.0000033974647521972656,0,74.267,28.731,65.253,8.45,3f714e09
glyph16_U0068,glyph16,caph6-5000-50000-app40x,5922,236880,2145,987,class_cap,1,4782,5781,2196,shared,212484,1221,823,8832,3665,250,30,542,551,0,107,0,0.0000013709068298339844,0,24.235,12.517,22.706,2.91,3f714e09
glyph16_U0069,glyph16,caph6-5000-50000-app40x,5000,200000,293,141,class_cap,4,16090,3725,527,tree_cheaper,15424,321,87,992,242,61,8,46,60,0,13,0,0.000000476837158203125,0,236.204,3.745,235.605,1.86,3f714e09
glyph16_U006A,glyph16,caph6-5000-50000-app40x,5000,200000,1211,568,class_cap,2,6745,4718,1083,shared,82636,771,450,5024,1828,159,19,303,309,0,49,0,0.0000030994415283203125,0,62.162,8.086,60.409,2.45,3f714e09
glyph16_U006B,glyph16,caph6-5000-50000-app40x,5000,200000,347,194,class_cap,3,10682,3764,584,tree_cheaper,19072,359,174,1840,653,84,9,83,106,0,28,0,0.0000016689300537109375,0,127.699,3.706,126.767,1.89,3f714e09
glyph16_U006C,glyph16,caph6-5000-50000-app40x,5000,200000,1143,538,class_cap,2,6691,4789,1067,shared,75932,695,432,4896,1773,150,17,294,304,0,47,0,0.0000015497207641601563,0,74.303,5.178,73.141,2.47,3f714e09
glyph16_U006D,glyph16,caph6-5000-50000-app40x,10614,424560,4133,1769,class_cap,1,8449,10377,3968,shared,420908,2273,1484,17040,6726,447,56,1017,1031,23,186,0,0.0000015497207641601563,0,44.818,18.623,41.158,5.44,3f714e09
glyph16_U006E,glyph16,caph6-5000-50000-app40x,5928,237120,2145,988,class_cap,1,4786,5787,2198,shared,212500,1221,824,8848,3665,250,30,542,551,0,107,0,0.0000025033950805664063,0,25.863,14.460,24.355,2.91,3f714e09
glyph16_U006F,glyph16,caph6-5000-50000-app40x,9882,395280,3863,1647,class_cap,1,7984,9649,3713,shared,363900,2007,1415,15952,6510,398,49,974,974,18,184,0,0.0000021457672119140625,0,53.111,25.535,47.555,5.20,3f714e09
glyph16_U0070,glyph16,caph6-5000-50000-app40x,10920,436800,3981,1820,class_cap,1,8756,10670,4084,shared,390864,2121,1498,15776,6862,427,52,1010,1016,0,186,0,0.0000023245811462402344,0,53.762,19.007,48.658,5.45,3f714e09
glyph16_U0071,glyph16,caph6-5000-50000-app40x,10926,437040,3981,1821,class_cap,1,8752,10673,4088,shared,391548,2121,1508,15696,6907,427,52,1003,1014,0,191,0,0.0000021457672119140625,0,48.381,15.753,43.328,5.45,3f714e09
glyph16_U0072,glyph16,caph6-5000-50000-app40x,5940,237600,2127,990,class_cap,1,4795,5800,2198,shared,213332,1183,820,8768,3634,242,29,529,538,0,103,0,0.0000010728836059570313,0,25.548,11.848,24.096,2.91,3f714e09
glyph16_U0073,glyph16,caph6-5000-50000-app40x,15774,630960,5739,2629,class_cap,1,12544,15434,5947,shared,590704,3051,2207,23760,10029,617,75,1472,1483,0,280,0,0.00000173225998878479,0,74.340,38.614,68.868,8.37,3f714e09
glyph16_U0074,glyph16,caph6-5000-50000-app40x,5000,200000,1245,572,class_cap,2,6723,4784,1103,shared,81604,809,441,4912,1798,160,20,298,306,0,47,0,0.0000006556510925292969,0,104.931,12.799,103.909,2.48,3f714e09
glyph16_U0075,glyph16,caph6-5000-50000-app40x,5940,237600,2145,990,class_cap,1,4801,5795,2199,shared,197304,1221,820,8736,3637,251,30,537,553,0,103,0,0.000001728534698486328,0,35.581,23.747,33.947,2.92,3f714e09
glyph16_U0076,glyph16,caph6-5000-50000-app40x,5000,200000,207,121,class_cap,3,8160,2821,398,tree_cheaper,11088,207,114,1328,437,53,5,52,64,0,20,0,0.000000476837158203125,0,80.082,2.889,78.854,1.38,3f714e09
glyph16_U0077,glyph16,caph6-5000-50000-app40x,5000,200000,359,201,class_cap,3,10514,3688,573,tree_cheaper,17924,359,193,2144,791,87,9,102,126,0,30,0,0.0000019073486328125,0,175.075,1.897,173.878,1.86,3f714e09
glyph16_U0078,glyph16,caph6-5000-50000-app40x,5000,200000,359,201,class_cap,3,10180,4081,719,tree_cheaper,25772,359,200,2064,828,86,9,85,120,0,35,0,0.0000007748603820800781,0,138.022,3.487,137.488,1.94,3f714e09
glyph16_U0079,glyph16,caph6-5000-50000-app40x,5000,200000,1693,814,class_cap,1,3917,4808,1842,shared,157720,977,700,7712,3110,210,24,437,449,0,103,0,0.0000011920928955078125,0,31.298,14.405,28.489,2.61,3f714e09
glyph16_U007A,glyph16,caph6-5000-50000-app40x,5000,200000,267,147,class_cap,3,9092,2847,407,tree_cheaper,11148,283,120,1312,401,64,7,56,72,0,20,0,0.000003337860107421875,0,175.857,2.912,168.753,1.40,3f714e09
glyph16_U007B,glyph16,caph6-5000-50000-app40x,11310,452400,4101,1885,class_cap,1,9040,11012,4200,shared,404256,2273,1553,16528,6958,455,56,1037,1053,0,191,0,0.0000013113021850585938,0,114.527,12.553,101.863,5.70,3f714e09
glyph16_U007C,glyph16,caph6-5000-50000-app40x,5000,200000,123,70,class_cap,5,15936,4327,518,tree_cheaper,12268,131,46,576,128,35,3,20,30,0,6,0,0.0000002980232238769531,0,408.760,0.952,407.369,2.20,3f714e09
glyph16_U007D,glyph16,caph6-5000-50000-app40x,11262,450480,4101,1877,class_cap,1,9013,10995,4195,shared,403000,2273,1545,16304,6953,456,56,1032,1055,0,189,0,0.0000012516975402832031,0,38.666,14.788,35.697,5.70,3f714e09
glyph16_U007E,glyph16,caph6-5000-50000-app40x,11052,442080,3995,1842,class_cap,1,8900,10793,4115,shared,401712,2083,1530,16160,6968,421,51,1004,1009,0,194,0,0,0,33.762,13.878,31.000,5.60,3f714e09
glyph16_U0020,glyph16,caph7-5000-50000-app40x,5000,200000,1,1,quiesced,1,0,1,1,tree_cheaper,4,1,1,164,0,1,0,0,0,0,0,0,0,0,0.482,0.225,0.016,0.00,3f714e09
glyph16_U0021,glyph16,caph7-5000-50000-app40x,5000,200000,267,138,class_cap,3,8771,2674,375,tree_cheaper,9768,283,105,1216,362,56,7,48,54,0,16,0,0.000000476837158203125,0,78.497,1.562,78.003,1.37,3f714e09
glyph16_U0022,glyph16,caph7-5000-50000-app40x,5000,200000,191,93,quiesced,7,17694,1642,151,tree_cheaper,2276,207,62,736,175,46,5,31,49,0,8,0,0.000000476837158203125,0,132.695,1.439,132.270,0.84,3f714e09
glyph16_U0023,glyph16,caph7-5000-50000-app40x,5000,200000,647,290,class_cap,2,5950,3379,737,tree_cheaper,37612,663,272,2528,1051,137,17,128,199,0,37,0,0.0000018477439880371096,0,23.971,3.496,23.085,1.80,3f714e09
glyph16_U0024,glyph16,caph7-5000-50000-app40x,19908,796320,6151,2844,class_cap,2,21111,19529,6258,tree_cheaper,658492,3363,2301,27312,9848,671,83,1556,1581,0,239,0,0.000002294778823852539,0,217.496,25.363,212.333,10.25,3f714e09
glyph16_U0025,glyph16,caph7-5000-50000-app40x,27958,1118320,8791,3994,class_cap,2,29030,27735,8750,shared,878404,4599,3259,36000,14409,921,113,2251,2263,0,338,0,0.0000019073486328125,0,1266.281,27.944,1257.728,14.76,3f714e09
glyph16_U0026,glyph16,caph7-5000-50000-app40x,24948,997920,7719,3564,class_cap,2,26243,24632,7781,shared,815920,4103,2902,34032,12595,828,101,1980,2002,0,301,0,0.0000020265579223632813,0,896.436,26.923,887.423,12.21,3f714e09
glyph16_U0027,glyph16,caph7-5000-50000-app40x,5000,200000,123,73,quiesced,7,12774,1153,108,tree_cheaper,1208,131,46,592,124,33,3,18,28,0,6,0,0.00000095367431640625,0,84.507,1.287,83.421,0.64,3f714e09
glyph16_U0028,glyph16,caph7-5000-50000-app40x,6356,254240,1959,908,class_cap,2,6676,6258,2020,shared,192448,1031,726,8016,3125,210,25,490,490,0,74,0,0.0000013113021850585938,0,40.028,8.694,38.541,3.12,3f714e09
glyph16_U0029,glyph16,caph7-5000-50000-app40x,5789,231560,1777,827,class_cap,2,6151,5686,1828,shared,171160,953,668,7376,2886,197,23,448,448,0,72,0,0.0000015348196029663086,0,39.505,7.054,37.605,2.75,3f714e09
glyph16_U002A,glyph16,caph7-5000-50000-app40x,5000,200000,647,320,class_cap,2,6378,3765,878,tree_cheaper,44764,663,302,2976,1204,134,17,119,187,0,46,0,0.000002264976501464844,0,21.640,3.567,20.884,1.99,3f714e09
glyph16_U002B,glyph16,caph7-5000-50000-app40x,5000,200000,259,124,class_cap,5,18015,2289,250,tree_cheaper,5468,283,73,816,205,52,7,37,46,0,10,0,0.000000476837158203125,0,95.290,1.557,94.824,1.16,3f714e09
glyph16_U002C,glyph16,caph7-5000-50000-app40x,5000,200000,199,114,class_cap,4,13534,2553,275,tree_cheaper,5756,207,93,1104,314,51,5,43,58,0,15,0,0.0000011920928955078125,0,77.224,1.274,76.787,1.30,3f714e09
glyph16_U002D,glyph16,caph7-5000-50000-app40x,5000,200000,123,74,quiesced,7,12610,1138,110,tree_cheaper,1232,131,47,624,124,33,3,18,28,0,6,0,0.0000019073486328125,0,77.106,0.873,76.199,0.59,3f714e09
glyph16_U002E,glyph16,caph7-5000-50000-app40x,5000,200000,123,70,class_cap,5,18244,3542,550,tree_cheaper,10980,131,43,544,120,33,3,18,28,0,6,0,0.0000019073486328125,0,218.353,0.800,217.609,1.68,3f714e09
glyph16_U002F,glyph16,caph7-5000-50000-app40x,5000,200000,131,84,class_cap,4,11709,2981,405,tree_cheaper,9632,131,66,864,222,35,3,28,34,0,11,0,0.000000476837158203125,0,97.249,1.484,96.445,1.40,3f714e09
glyph16_U0030,glyph16,caph7-5000-50000-app40x,17598,703920,5767,2514,class_cap,2,17991,17461,5505,tree_cheaper,573952,2983,2040,22032,9115,591,73,1463,1463,0,215,0,0.0000010728836059570313,0,273.971,18.094,268.866,9.80,3f714e09
glyph16_U0031,glyph16,caph7-5000-50000-app40x,5000,200000,301,157,class_cap,3,9593,3104,462,tree_cheaper,13408,321,133,1408,445,75,8,67,96,0,21,0,0.00000095367431640625,0,93.327,2.064,92.512,1.46,3f714e09
glyph16_U0032,glyph16,caph7-5000-50000-app40x,12411,496440,3827,1773,class_cap,2,13056,12247,3882,shared,367568,2043,1443,16256,6202,414,50,965,976,0,148,0,0.0000007152557373046875,0,175.188,12.865,172.168,6.08,3f714e09
glyph16_U0033,glyph16,caph7-5000-50000-app40x,18613,744520,5901,2659,class_cap,2,19631,18323,5712,shared,585148,3097,2163,24048,9488,622,76,1512,1512,0,224,0,0.0000010728836059570313,0,398.094,22.552,391.809,9.98,3f714e09
glyph16_U0034,glyph16,caph7-5000-50000-app40x,5000,200000,335,167,class_cap,3,9777,3051,450,tree_cheaper,13660,359,129,1376,432,72,9,64,79,0,20,0,0.0000016689300537109375,0,90.518,2.138,89.945,1.45,3f714e09
glyph16_U0035,glyph16,caph7-5000-50000-app40x,12796,511840,4031,1828,class_cap,2,13641,12595,3863,shared,378416,2159,1481,16656,6388,437,53,1025,1035,0,154,0,0.0000017881393432617188,0,219.329,16.471,216.400,6.16,3f714e09
glyph16_U0036,glyph16,caph7-5000-50000-app40x,18508,740320,5793,2644,class_cap,2,19672,18206,5648,shared,577080,3021,2144,23184,9386,603,74,1475,1481,0,221,0,0.0000025853514671325684,0,486.883,20.599,481.966,9.93,3f714e09
glyph16_U0037,glyph16,caph7-5000-50000-app40x,5000,200000,199,117,class_cap,4,15234,3533,487,tree_cheaper,12536,207,97,1152,330,53,5,45,60,0,19,0,0.00000095367431640625,0,202.233,1.381,201.689,1.70,3f714e09
glyph16_U0038,glyph16,caph7-5000-50000-app40x,23835,953400,7671,3405,class_cap,2,24626,23617,7488,shared,783240,3959,2764,29600,12269,784,97,1952,1952,0,288,0,0.000002205371856689453,0,679.894,25.056,672.890,11.20,3f714e09
glyph16_U0039,glyph16,caph7-5000-50000-app40x,18662,746480,5833,2666,class_cap,2,19717,18394,5703,shared,575724,3021,2161,23264,9477,605,74,1485,1485,0,221,0,0.000002574175596237182,0,409.284,20.605,404.382,9.96,3f714e09
glyph16_U003A,glyph16,caph7-5000-50000-app40x,5000,200000,191,97,class_cap,4,12594,2762,371,tree_cheaper,8600,207,52,624,143,38,5,23,23,0,7,0,0.000000476837158203125,0,120.174,1.177,119.383,1.37,3f714e09
glyph16_U003B,glyph16,caph7-5000-50000-app40x,5000,200000,267,143,class_cap,3,8699,2710,362,tree_cheaper,9480,283,122,1392,413,65,7,57,81,0,18,0,0.000000476837158203125,0,57.323,1.881,56.628,1.37,3f714e09
glyph16_U003C,glyph16,caph7-5000-50000-app40x,5000,200000,309,178,class_cap,3,9174,3095,488,tree_cheaper,14300,321,156,1680,571,77,8,76,93,0,24,0,0.0000013113021850585938,0,68.676,1.865,67.876,1.46,3f714e09
glyph16_U003D,glyph16,caph7-5000-50000-app40x,5000,200000,191,97,class_cap,4,11780,3763,691,tree_cheaper,16468,207,54,656,148,40,5,25,25,0,7,0,0,0,122.724,2.293,121.951,1.88,3f714e09
glyph16_U003E,glyph16,caph7-5000-50000-app40x,5000,200000,309,178,class_cap,3,9133,3088,493,tree_cheaper,14932,321,156,1664,571,77,8,76,92,0,24,0,0.0000010728836059570313,0,76.748,1.964,75.930,1.45,3f714e09
glyph16_U003F,glyph16,caph7-5000-50000-app40x,13496,539840,4159,1928,class_cap,2,14623,13297,4117,shared,388396,2311,1574,18688,6713,469,57,1070,1083,2,163,0,0.0000013113021850585938,0,271.166,15.481,267.433,6.44,3f714e09
glyph16_U0040,glyph16,caph7-5000-50000-app40x,24591,983640,7803,3513,class_cap,2,26171,24210,7447,shared,773404,4111,2841,31280,12542,818,101,1986,2001,0,298,0,0.0000018477439880371096,0,982.251,24.843,975.136,12.09,3f714e09
glyph16_U0041,glyph16,caph7-5000-50000-app40x,5000,200000,283,164,class_cap,3,9718,3699,575,tree_cheaper,18620,283,160,1760,633,71,7,77,95,0,23,0,0.00000095367431640625,0,96.809,1.622,95.960,1.86,3f714e09
glyph16_U0042,glyph16,caph7-5000-50000-app40x,12740,509600,3965,1820,class_cap,2,13671,12571,3892,shared,370784,2121,1470,16320,6352,425,52,1008,1010,0,152,0,0.0000013113021850585938,0,258.342,13.911,255.211,6.15,3f714e09
glyph16_U0043,glyph16,caph7-5000-50000-app40x,12649,505960,3963,1807,class_cap,2,13291,12461,3870,shared,381980,2083,1462,15952,6395,415,51,991,993,0,150,0,0.0000019073486328125,0,187.716,14.249,184.615,6.13,3f714e09
glyph16_U0044,glyph16,caph7-5000-50000-app40x,6573,262920,2027,939,class_cap,2,7204,6486,1948,shared,171548,1107,757,8448,3250,229,27,516,521,0,79,0,0.000002562999725341797,0,92.221,9.217,90.520,3.13,3f714e09
glyph16_U0045,glyph16,caph7-5000-50000-app40x,5000,200000,259,134,class_cap,4,15297,3531,497,tree_cheaper,13872,283,83,928,226,58,7,43,61,0,14,0,0.00000095367431640625,0,152.136,1.611,151.280,1.71,3f714e09
glyph16_U0046,glyph16,caph7-5000-50000-app40x,5000,200000,225,118,class_cap,4,14175,3184,433,tree_cheaper,11116,245,72,784,196,51,6,36,50,0,12,0,0.0000011920928955078125,0,136.834,1.415,136.068,1.45,3f714e09
glyph16_U0047,glyph16,caph7-5000-50000-app40x,12978,519120,4031,1854,class_cap,2,13819,12760,3944,shared,384508,2159,1506,16816,6486,438,53,1026,1036,0,155,0,0.0000017881393432617188,0,220.896,14.838,217.661,6.20,3f714e09
glyph16_U0048,glyph16,caph7-5000-50000-app40x,5000,200000,259,118,class_cap,4,14395,3202,428,tree_cheaper,11336,283,68,752,195,52,7,37,46,0,10,0,0.00000095367431640625,0,137.155,2.452,136.302,1.46,3f714e09
glyph16_U0049,glyph16,caph7-5000-50000-app40x,5000,200000,259,122,class_cap,4,14634,3224,429,tree_cheaper,11344,283,70,768,201,52,7,37,46,0,10,0,0.00000095367431640625,0,153.130,1.563,152.374,1.46,3f714e09
glyph16_U004A,glyph16,caph7-5000-50000-app40x,6874,274960,2111,982,class_cap,2,7594,6727,2029,shared,187556,1183,793,9024,3345,247,29,545,550,0,83,0,0.0000013709068298339844,0,74.504,9.457,72.698,3.64,3f714e09
glyph16_U004B,glyph16,caph7-5000-50000-app40x,5000,200000,347,190,class_cap,3,10620,3750,581,tree_cheaper,19040,359,171,1792,649,83,9,82,105,0,27,0,0.0000016689300537109375,0,107.981,3.355,107.071,1.89,3f714e09
glyph16_U004C,glyph16,caph7-5000-50000-app40x,5000,200000,157,87,class_cap,4,12137,2666,356,tree_cheaper,8104,169,55,656,151,41,4,26,40,0,9,0,0.00000095367431640625,0,106.858,2.176,106.010,1.33,3f714e09
glyph16_U004D,glyph16,caph7-5000-50000-app40x,5000,200000,343,175,class_cap,3,10275,3654,558,tree_cheaper,17124,359,159,1680,594,83,9,82,112,0,23,0,0.00000095367431640625,0,102.832,1.911,101.688,1.87,3f714e09
glyph16_U004E,glyph16,caph7-5000-50000-app40x,5000,200000,267,130,class_cap,3,8669,2645,368,tree_cheaper,9820,283,104,1152,334,63,7,48,75,0,15,0,0.0000019073486328125,0,66.387,1.653,65.428,1.36,3f714e09
glyph16_U004F,glyph16,caph7-5000-50000-app40x,11949,477960,3863,1707,class_cap,2,12293,11846,3733,tree_cheaper,370292,2007,1388,14816,6098,400,49,976,976,0,144,0,0.000002205371856689453,0,146.209,13.422,142.433,5.61,3f714e09
glyph16_U0050,glyph16,caph7-5000-50000-app40x,6699,267960,2061,957,class_cap,2,7399,6601,1980,shared,173088,1145,767,8560,3265,233,28,520,522,0,80,0,0.0000018477439880371096,0,94.913,10.028,93.452,3.16,3f714e09
glyph16_U0051,glyph16,caph7-5000-50000-app40x,13958,558320,4461,1994,class_cap,2,14519,13838,4288,shared,420004,2365,1619,17568,7140,477,58,1135,1147,0,171,0,0.0000020265579223632813,0,232.625,19.056,227.908,7.38,3f714e09
glyph16_U0052,glyph16,caph7-5000-50000-app40x,10108,404320,3105,1444,class_cap,2,10955,9955,3083,shared,286480,1709,1172,13248,4995,348,42,789,797,0,122,0,0.0000008940696716308594,0,141.483,13.307,138.535,5.16,3f714e09
glyph16_U0053,glyph16,caph7-5000-50000-app40x,19131,765240,5943,2733,class_cap,2,20269,18797,5901,shared,603100,3135,2223,24816,9660,632,77,1517,1528,0,229,0,0.0000016093254089355469,0,352.385,20.046,347.356,10.08,3f714e09
glyph16_U0054,glyph16,caph7-5000-50000-app40x,5000,200000,191,97,class_cap,4,13286,2881,373,tree_cheaper,8628,207,62,704,178,47,5,32,50,0,9,0,0.000001430511474609375,0,117.124,1.265,116.340,1.39,3f714e09
glyph16_U0055,glyph16,caph7-5000-50000-app40x,12453,498120,4031,1779,class_cap,2,13180,12228,3833,shared,386044,2159,1443,16656,6300,435,53,1023,1033,0,152,0,0.00000196695327758789,0,137.287,13.873,133.499,6.11,3f714e09
glyph16_U0056,glyph16,caph7-5000-50000-app40x,5000,200000,207,121,class_cap,3,8160,2821,398,tree_cheaper,11088,207,114,1328,437,53,5,52,64,0,20,0,0.000003337860107421875,0,65.929,1.230,65.150,1.38,3f714e09
glyph16_U0057,glyph16,caph7-5000-50000-app40x,5000,200000,359,204,class_cap,3,10887,3864,611,tree_cheaper,17848,359,194,2128,796,89,9,104,128,0,32,0,0.0000021457672119140625,0,149.559,1.965,148.716,1.89,3f714e09
glyph16_U0058,glyph16,caph7-5000-50000-app40x,5000,200000,359,201,class_cap,3,10197,4050,720,tree_cheaper,25924,359,205,2128,842,87,9,86,122,0,36,0,0.0000026226043701171875,0,116.591,2.103,115.614,1.94,3f714e09
glyph16_U0059,glyph16,caph7-5000-50000-app40x,5000,200000,275,151,class_cap,3,9522,3253,488,tree_cheaper,13852,283,140,1520,534,69,7,68,89,0,20,0,0.000003337860107421875,0,86.251,1.565,85.668,1.67,3f714e09
glyph16_U005A,glyph16,caph7-5000-50000-app40x,5000,200000,267,148,class_cap,3,9221,2922,418,tree_cheaper,11368,283,126,1360,420,68,7,60,84,0,21,0,0.000001430511474609375,0,82.549,2.346,81.769,1.41,3f714e09
glyph16_U005B,glyph16,caph7-5000-50000-app40x,5000,200000,191,105,quiesced,7,16687,1526,152,tree_cheaper,2372,207,64,752,170,44,5,29,39,0,10,0,0.000000476837158203125,0,118.328,1.250,117.921,0.71,3f714e09
glyph16_U005C,glyph16,caph7-5000-50000-app40x,5000,200000,131,84,class_cap,4,11752,2957,398,tree_cheaper,9460,131,70,912,230,35,3,28,34,0,11,0,0.000000476837158203125,0,102.937,0.907,102.196,1.39,3f714e09
glyph16_U005D,glyph16,caph7-5000-50000-app40x,5000,200000,191,105,quiesced,7,16993,1557,153,tree_cheaper,2360,207,65,752,175,45,5,30,39,0,10,0,0.000000476837158203125,0,125.960,1.468,125.250,0.72,3f714e09
glyph16_U005E,glyph16,caph7-5000-50000-app40x,5000,200000,207,125,class_cap,3,8188,3207,530,tree_cheaper,15384,207,117,1376,441,53,5,52,64,0,20,0,0.000000476837158203125,0,53.798,1.206,53.091,1.47,3f714e09
glyph16_U005F,glyph16,caph7-5000-50000-app40x,5000,200000,123,72,class_cap,5,17275,3086,434,tree_cheaper,9500,131,44,576,115,31,3,18,28,0,5,0,0.00000286102294921875,0,254.247,0.899,253.785,1.40,3f714e09
glyph16_U0060,glyph16,caph7-5000-50000-app40x,5000,200000,131,85,class_cap,4,12657,3671,679,tree_cheaper,13440,131,74,960,240,35,3,28,34,0,11,0,0.000000476837158203125,0,89.750,0.908,88.991,1.84,3f714e09
glyph16_U0061,glyph16,caph7-5000-50000-app40x,17500,700000,5517,2500,class_cap,2,18503,17257,5317,shared,535716,2929,2023,22128,8776,583,72,1387,1398,0,208,0,0.0000018030405044555664,0,384.363,17.789,378.739,9.72,3f714e09
glyph16_U0062,glyph16,caph7-5000-50000-app40x,12754,510160,3981,1822,class_cap,2,13653,12551,3831,shared,374796,2121,1472,16160,6399,425,52,1008,1010,0,152,0,0.0000023245811462402344,0,237.142,14.830,234.223,6.18,3f714e09
glyph16_U0063,glyph16,caph7-5000-50000-app40x,12719,508760,3963,1817,class_cap,2,13306,12542,3895,shared,380556,2083,1466,15952,6405,415,51,991,993,0,150,0,0.0000023245811462402344,0,200.479,14.208,196.075,6.15,3f714e09
