kernel,class,arm,class_cap,app_cap,tier_nodes,inserted_classes,stop,iterations,applications,classes_at_stop,live_classes,objective,shared_pass_bytes,input_nodes,compiled_nodes,bytes,dag_cost,schedule,selects,guarded,exclusive,spill_slots,hoisted,same_form_nan_mismatch,same_form_max_abs,packed_mismatch_same,optimize_ms,emit_ms,sat_wall_ms,peak_alloc_mb,git_sha
glyph16_U0064,glyph16,caph7-5000-50000-app40x,12733,509320,3981,1819,class_cap,2,13638,12521,3838,shared,375024,2121,1470,16032,6404,426,52,1002,1011,0,152,0,0.000002384185791015625,0,228.234,15.834,224.100,6.17,3f714e09
glyph16_U0065,glyph16,caph7-5000-50000-app40x,13055,522200,4035,1865,class_cap,2,13901,12842,3948,shared,384476,2159,1515,16784,6543,438,53,1022,1037,0,156,0,0.0000014901161193847656,0,215.927,15.776,212.989,6.21,3f714e09
glyph16_U0066,glyph16,caph7-5000-50000-app40x,5000,200000,1245,576,class_cap,2,6766,4781,1109,shared,82460,809,447,4944,1821,161,20,299,307,0,48,0,0.0000006854534149169922,0,92.794,5.608,91.460,2.48,3f714e09
glyph16_U0067,glyph16,caph7-5000-50000-app40x,18858,754320,5969,2694,class_cap,2,20062,18569,5703,shared,576928,3173,2170,23920,9502,631,78,1509,1520,0,226,0,0.0000034384429454803467,0,857.608,20.473,852.918,10.03,3f714e09
glyph16_U0068,glyph16,caph7-5000-50000-app40x,6909,276360,2145,987,class_cap,2,7612,6805,2042,shared,182116,1221,792,8960,3345,249,30,541,548,0,83,0,0.0000013113021850585938,0,115.345,10.096,113.704,3.67,3f714e09
glyph16_U0069,glyph16,caph7-5000-50000-app40x,5000,200000,293,141,class_cap,4,16090,3725,527,tree_cheaper,15424,321,87,992,242,61,8,46,60,0,13,0,0.000000476837158203125,0,246.720,1.790,245.867,1.86,3f714e09
glyph16_U006A,glyph16,caph7-5000-50000-app40x,5000,200000,1211,568,class_cap,2,6745,4718,1083,shared,82636,771,450,5024,1828,159,19,303,309,0,49,0,0.0000030994415283203125,0,55.052,6.521,53.644,2.45,3f714e09
glyph16_U006B,glyph16,caph7-5000-50000-app40x,5000,200000,347,194,class_cap,3,10682,3764,584,tree_cheaper,19072,359,174,1840,653,84,9,83,106,0,28,0,0.0000016689300537109375,0,124.911,1.797,124.321,1.89,3f714e09
glyph16_U006C,glyph16,caph7-5000-50000-app40x,5000,200000,1143,538,class_cap,2,6691,4789,1067,shared,75932,695,432,4896,1773,150,17,294,304,0,47,0,0.0000015497207641601563,0,101.903,5.324,99.368,2.47,3f714e09
glyph16_U006D,glyph16,caph7-5000-50000-app40x,12383,495320,4133,1769,class_cap,2,13261,12217,3744,shared,360812,2273,1439,17120,6216,446,56,1016,1028,19,147,0,0.0000014901161193847656,0,295.644,15.200,291.252,6.10,3f714e09
glyph16_U006E,glyph16,caph7-5000-50000-app40x,6916,276640,2145,988,class_cap,2,7628,6811,2038,shared,179560,1221,792,8928,3355,249,30,541,548,0,83,0,0.0000025033950805664063,0,120.467,10.295,118.137,3.66,3f714e09
glyph16_U006F,glyph16,caph7-5000-50000-app40x,11529,461160,3863,1647,class_cap,2,11807,11441,3580,tree_cheaper,364888,2007,1336,15264,5931,398,49,974,974,0,142,0,0.0000021457672119140625,0,160.543,12.448,155.144,5.54,3f714e09
glyph16_U0070,glyph16,caph7-5000-50000-app40x,12740,509600,3981,1820,class_cap,2,13634,12525,3834,shared,374788,2121,1465,16016,6407,425,52,1008,1010,0,152,0,0.000002264976501464844,0,276.160,14.274,272.974,6.17,3f714e09
glyph16_U0071,glyph16,caph7-5000-50000-app40x,12747,509880,3981,1821,class_cap,2,13626,12543,3829,shared,375104,2121,1467,15936,6412,426,52,1002,1011,0,152,0,0.0000021457672119140625,0,257.901,14.564,255.053,6.18,3f714e09
glyph16_U0072,glyph16,caph7-5000-50000-app40x,6930,277200,2127,990,class_cap,2,7591,6818,2071,shared,184888,1183,797,8944,3346,241,29,528,535,0,82,0,0.000001132488250732422,0,110.727,21.326,108.369,3.67,3f714e09
glyph16_U0073,glyph16,caph7-5000-50000-app40x,18403,736120,5739,2629,class_cap,2,19478,18091,5645,shared,578832,3051,2144,24304,9279,617,75,1472,1483,0,222,0,0.0000016801059246063232,0,415.507,35.342,407.743,9.92,3f714e09
glyph16_U0074,glyph16,caph7-5000-50000-app40x,5000,200000,1245,572,class_cap,2,6723,4784,1103,shared,81604,809,441,4912,1798,160,20,298,306,0,47,0,0.0000006556510925292969,0,151.171,16.639,150.087,2.48,3f714e09
glyph16_U0075,glyph16,caph7-5000-50000-app40x,6930,277200,2145,990,class_cap,2,7716,6772,2036,shared,188296,1221,795,8912,3353,250,30,536,550,0,83,0,0.000001728534698486328,0,85.906,10.940,83.589,3.66,3f714e09
glyph16_U0076,glyph16,caph7-5000-50000-app40x,5000,200000,207,121,class_cap,3,8160,2821,398,tree_cheaper,11088,207,114,1328,437,53,5,52,64,0,20,0,0.000000476837158203125,0,70.003,1.224,69.468,1.38,3f714e09
glyph16_U0077,glyph16,caph7-5000-50000-app40x,5000,200000,359,201,class_cap,3,10514,3688,573,tree_cheaper,17924,359,193,2144,791,87,9,102,126,0,30,0,0.0000019073486328125,0,163.507,1.787,162.928,1.86,3f714e09
glyph16_U0078,glyph16,caph7-5000-50000-app40x,5000,200000,359,201,class_cap,3,10180,4081,719,tree_cheaper,25772,359,200,2064,828,86,9,85,120,0,35,0,0.0000007748603820800781,0,187.599,3.006,186.939,1.94,3f714e09
glyph16_U0079,glyph16,caph7-5000-50000-app40x,5698,227920,1693,814,class_cap,2,6288,5560,1695,shared,148272,977,666,7632,2807,210,24,437,449,0,70,0,0.0000011920928955078125,0,50.512,6.637,47.233,2.71,3f714e09
glyph16_U007A,glyph16,caph7-5000-50000-app40x,5000,200000,267,147,class_cap,3,9092,2847,407,tree_cheaper,11148,283,120,1312,401,64,7,56,72,0,20,0,0.000003337860107421875,0,95.850,1.432,95.287,1.40,3f714e09
glyph16_U007B,glyph16,caph7-5000-50000-app40x,13195,527800,4101,1885,class_cap,2,14525,12919,3942,shared,394644,2273,1509,16864,6450,451,56,1033,1041,0,158,0,0.0000013113021850585938,0,259.648,16.161,256.559,6.27,3f714e09
glyph16_U007C,glyph16,caph7-5000-50000-app40x,5000,200000,123,70,class_cap,5,15936,4327,518,tree_cheaper,12268,131,46,576,128,35,3,20,30,0,6,0,0.0000002980232238769531,0,362.649,1.201,362.107,2.20,3f714e09
glyph16_U007D,glyph16,caph7-5000-50000-app40x,13139,525560,4101,1877,class_cap,2,14375,12887,3934,shared,392424,2273,1502,16624,6464,452,56,1028,1043,0,158,0,0.0000012516975402832031,0,275.836,14.451,272.709,6.26,3f714e09
glyph16_U007E,glyph16,caph7-5000-50000-app40x,12894,515760,3995,1842,class_cap,2,13787,12689,3943,shared,385704,2083,1495,16144,6465,418,51,994,1002,0,149,0,0,0,197.214,17.845,193.485,6.18,3f714e09
cellgrid_80x24_d2,cellgrid,caph8-5000-50000-app40x,5000,200000,667,123,class_cap,3,6826,4634,1322,shared,203960,667,117,2576,428,217,0,0,0,7,19,0,0,0,18.845,0.568,18.028,2.32,3f714e09
chrome_packed,chrome,caph8-5000-50000-app40x,5000,200000,390815,465,class_cap,2,5502,4944,1351,shared,177956,335411,398,3424,1668,385,17,614,616,22,7,0,0,0,177.477,4.334,22.400,34.88,3f714e09
chrome_R,chrome_channel,caph8-5000-50000-app40x,5000,200000,133101,351,class_cap,2,5626,4903,1208,shared,142940,114633,300,2640,1418,288,9,433,435,23,7,0,0.0000177919864654541,0,59.243,2.812,20.881,11.92,3f714e09
glyph16_U0020,glyph16,caph8-5000-50000-app40x,5000,200000,1,1,quiesced,1,0,1,1,tree_cheaper,4,1,1,164,0,1,0,0,0,0,0,0,0,0,0.458,0.332,0.014,0.00,3f714e09
glyph16_U0021,glyph16,caph8-5000-50000-app40x,5000,200000,267,138,class_cap,3,8771,2674,375,tree_cheaper,9768,283,105,1216,362,56,7,48,54,0,16,0,0.000000476837158203125,0,65.407,1.460,64.961,1.37,3f714e09
glyph16_U0022,glyph16,caph8-5000-50000-app40x,5000,200000,191,93,quiesced,7,17694,1642,151,tree_cheaper,2276,207,62,736,175,46,5,31,49,0,8,0,0.000000476837158203125,0,119.200,1.073,118.853,0.84,3f714e09
glyph16_U0023,glyph16,caph8-5000-50000-app40x,5000,200000,647,290,class_cap,2,5950,3379,737,tree_cheaper,37612,663,272,2528,1051,137,17,128,199,0,37,0,0.0000018477439880371096,0,20.578,3.017,19.996,1.80,3f714e09
glyph16_U0024,glyph16,caph8-5000-50000-app40x,22752,910080,6151,2844,class_cap,2,25715,22309,6544,shared,681016,3363,2307,27488,9849,671,83,1556,1581,0,239,0,0.000002294778823852539,0,308.078,17.701,302.647,10.67,3f714e09
glyph16_U0025,glyph16,caph8-5000-50000-app40x,31952,1278080,8791,3994,class_cap,2,36580,31499,8769,shared,870812,4599,3257,35952,14406,921,113,2251,2263,0,338,0,0.0000019073486328125,0,2500.107,24.265,2492.184,16.13,3f714e09
glyph16_U0026,glyph16,caph8-5000-50000-app40x,28512,1140480,7719,3564,class_cap,2,32859,27846,7866,shared,823716,4103,2906,34048,12605,828,101,1980,2002,0,302,0,0.0000020265579223632813,0,914.993,21.317,908.184,14.43,3f714e09
glyph16_U0027,glyph16,caph8-5000-50000-app40x,5000,200000,123,73,quiesced,7,12774,1153,108,tree_cheaper,1208,131,46,592,124,33,3,18,28,0,6,0,0.00000095367431640625,0,72.518,0.799,72.114,0.64,3f714e09
glyph16_U0028,glyph16,caph8-5000-50000-app40x,7264,290560,1959,908,class_cap,2,8405,7083,2054,shared,194712,1031,731,8064,3137,210,25,490,490,0,75,0,0.0000013113021850585938,0,44.097,6.798,42.792,3.64,3f714e09
glyph16_U0029,glyph16,caph8-5000-50000-app40x,6616,264640,1777,827,class_cap,2,7674,6440,1876,shared,174988,953,668,7376,2885,197,23,448,448,0,72,0,0.0000015348196029663086,0,38.294,6.564,37.107,3.10,3f714e09
glyph16_U002A,glyph16,caph8-5000-50000-app40x,5000,200000,647,320,class_cap,2,6378,3765,878,tree_cheaper,44764,663,302,2976,1204,134,17,119,187,0,46,0,0.000002264976501464844,0,20.248,2.964,19.563,1.99,3f714e09
glyph16_U002B,glyph16,caph8-5000-50000-app40x,5000,200000,259,124,class_cap,5,18015,2289,250,tree_cheaper,5468,283,73,816,205,52,7,37,46,0,10,0,0.000000476837158203125,0,84.702,1.316,84.283,1.16,3f714e09
glyph16_U002C,glyph16,caph8-5000-50000-app40x,5000,200000,199,114,class_cap,4,13534,2553,275,tree_cheaper,5756,207,93,1104,314,51,5,43,58,0,15,0,0.0000011920928955078125,0,67.691,1.204,67.359,1.30,3f714e09
glyph16_U002D,glyph16,caph8-5000-50000-app40x,5000,200000,123,74,quiesced,7,12610,1138,110,tree_cheaper,1232,131,47,624,124,33,3,18,28,0,6,0,0.0000019073486328125,0,67.284,0.899,66.950,0.59,3f714e09
glyph16_U002E,glyph16,caph8-5000-50000-app40x,5000,200000,123,70,class_cap,5,18244,3542,550,tree_cheaper,10980,131,43,544,120,33,3,18,28,0,6,0,0.0000019073486328125,0,190.571,0.742,190.168,1.68,3f714e09
glyph16_U002F,glyph16,caph8-5000-50000-app40x,5000,200000,131,84,class_cap,4,11709,2981,405,tree_cheaper,9632,131,66,864,222,35,3,28,34,0,11,0,0.000000476837158203125,0,83.642,0.790,83.277,1.40,3f714e09
glyph16_U0030,glyph16,caph8-5000-50000-app40x,20112,804480,5767,2514,class_cap,2,23166,19737,5402,shared,541740,2983,2027,22016,9058,591,73,1463,1463,0,215,0,0.0000010728836059570313,0,816.452,16.853,812.052,10.09,3f714e09
glyph16_U0031,glyph16,caph8-5000-50000-app40x,5000,200000,301,157,class_cap,3,9593,3104,462,tree_cheaper,13408,321,133,1408,445,75,8,67,96,0,21,0,0.00000095367431640625,0,80.717,1.596,80.196,1.46,3f714e09
glyph16_U0032,glyph16,caph8-5000-50000-app40x,14184,567360,3827,1773,class_cap,2,16525,13873,3916,shared,332524,2043,1448,16176,6218,414,50,965,976,0,149,0,0.0000007152557373046875,0,201.938,12.117,199.137,7.20,3f714e09
glyph16_U0033,glyph16,caph8-5000-50000-app40x,21272,850880,5901,2659,class_cap,2,24368,20908,5769,shared,582096,3097,2163,24048,9488,622,76,1512,1512,0,224,0,0.0000010728836059570313,0,790.749,17.040,786.005,10.32,3f714e09
glyph16_U0034,glyph16,caph8-5000-50000-app40x,5000,200000,335,167,class_cap,3,9777,3051,450,tree_cheaper,13660,359,129,1376,432,72,9,64,79,0,20,0,0.0000016689300537109375,0,81.171,1.700,80.656,1.45,3f714e09
glyph16_U0035,glyph16,caph8-5000-50000-app40x,14624,584960,4031,1828,class_cap,2,17210,14359,3897,shared,387528,2159,1482,16640,6391,437,53,1025,1035,0,155,0,0.0000017881393432617188,0,376.118,11.765,373.197,7.75,3f714e09
glyph16_U0036,glyph16,caph8-5000-50000-app40x,21152,846080,5793,2644,class_cap,2,24435,20759,5726,shared,575188,3021,2142,23152,9380,603,74,1475,1481,0,221,0,0.0000025853514671325684,0,954.404,16.224,949.899,10.28,3f714e09
glyph16_U0037,glyph16,caph8-5000-50000-app40x,5000,200000,199,117,class_cap,4,15234,3533,487,tree_cheaper,12536,207,97,1152,330,53,5,45,60,0,19,0,0.00000095367431640625,0,161.612,1.257,161.144,1.70,3f714e09
glyph16_U0038,glyph16,caph8-5000-50000-app40x,27240,1089600,7671,3405,class_cap,2,31354,26649,7321,shared,765612,3959,2764,29600,12266,784,97,1952,1952,0,288,0,0.000002205371856689453,0,1149.341,22.829,1142.553,12.37,3f714e09
glyph16_U0039,glyph16,caph8-5000-50000-app40x,21328,853120,5833,2666,class_cap,2,24479,20973,5730,shared,567464,3021,2161,23264,9477,605,74,1485,1485,0,221,0,0.000002574175596237182,0,939.032,23.346,934.460,10.31,3f714e09
glyph16_U003A,glyph16,caph8-5000-50000-app40x,5000,200000,191,97,class_cap,4,12594,2762,371,tree_cheaper,8600,207,52,624,143,38,5,23,23,0,7,0,0.000000476837158203125,0,106.486,1.083,106.038,1.37,3f714e09
glyph16_U003B,glyph16,caph8-5000-50000-app40x,5000,200000,267,143,class_cap,3,8699,2710,362,tree_cheaper,9480,283,122,1392,413,65,7,57,81,0,18,0,0.000000476837158203125,0,48.415,1.709,47.930,1.37,3f714e09
glyph16_U003C,glyph16,caph8-5000-50000-app40x,5000,200000,309,178,class_cap,3,9174,3095,488,tree_cheaper,14300,321,156,1680,571,77,8,76,93,0,24,0,0.0000013113021850585938,0,60.118,1.578,59.626,1.46,3f714e09
glyph16_U003D,glyph16,caph8-5000-50000-app40x,5000,200000,191,97,class_cap,4,11780,3763,691,tree_cheaper,16468,207,54,656,148,40,5,25,25,0,7,0,0,0,110.165,1.010,109.767,1.88,3f714e09
glyph16_U003E,glyph16,caph8-5000-50000-app40x,5000,200000,309,178,class_cap,3,9133,3088,493,tree_cheaper,14932,321,156,1664,571,77,8,76,92,0,24,0,0.0000010728836059570313,0,60.157,1.578,59.700,1.45,3f714e09
glyph16_U003F,glyph16,caph8-5000-50000-app40x,15424,616960,4159,1928,class_cap,2,18413,15036,4185,shared,353872,2311,1572,18624,6710,469,57,1070,1083,1,163,0,0.0000013113021850585938,0,290.883,13.741,287.823,7.92,3f714e09
glyph16_U0040,glyph16,caph8-5000-50000-app40x,28104,1124160,7803,3513,class_cap,2,32868,27484,7398,tree_cheaper,659872,4111,2916,32048,12813,834,101,2034,2049,0,298,0,0.0000018477439880371096,0,1993.914,22.397,1986.983,14.39,3f714e09
glyph16_U0041,glyph16,caph8-5000-50000-app40x,5000,200000,283,164,class_cap,3,9718,3699,575,tree_cheaper,18620,283,160,1760,633,71,7,77,95,0,23,0,0.00000095367431640625,0,85.298,1.433,84.739,1.86,3f714e09
glyph16_U0042,glyph16,caph8-5000-50000-app40x,14560,582400,3965,1820,class_cap,2,17310,14217,3913,shared,357204,2121,1470,16304,6349,425,52,1008,1010,0,152,0,0.0000013113021850585938,0,288.747,12.561,285.811,7.30,3f714e09
glyph16_U0043,glyph16,caph8-5000-50000-app40x,14456,578240,3963,1807,class_cap,2,17010,14066,3843,shared,376016,2083,1458,15856,6385,415,51,991,993,0,150,0,0.0000019073486328125,0,211.228,12.062,208.388,7.27,3f714e09
glyph16_U0044,glyph16,caph8-5000-50000-app40x,7512,300480,2027,939,class_cap,2,9205,7315,1948,shared,168484,1107,755,8400,3247,229,27,516,521,0,79,0,0.0000026226043701171875,0,106.499,7.371,105.077,3.89,3f714e09
glyph16_U0045,glyph16,caph8-5000-50000-app40x,5000,200000,259,134,class_cap,4,15297,3531,497,tree_cheaper,13872,283,83,928,226,58,7,43,61,0,14,0,0.00000095367431640625,0,138.077,1.416,137.571,1.71,3f714e09
glyph16_U0046,glyph16,caph8-5000-50000-app40x,5000,200000,225,118,class_cap,4,14175,3184,433,tree_cheaper,11116,245,72,784,196,51,6,36,50,0,12,0,0.0000011920928955078125,0,115.768,1.234,115.310,1.45,3f714e09
glyph16_U0047,glyph16,caph8-5000-50000-app40x,14832,593280,4031,1854,class_cap,2,17426,14549,4010,shared,398208,2159,1507,16768,6499,438,53,1026,1036,0,156,0,0.0000017881393432617188,0,361.151,12.240,358.266,7.78,3f714e09
glyph16_U0048,glyph16,caph8-5000-50000-app40x,5000,200000,259,118,class_cap,4,14395,3202,428,tree_cheaper,11336,283,68,752,195,52,7,37,46,0,10,0,0.00000095367431640625,0,121.226,1.368,120.715,1.46,3f714e09
glyph16_U0049,glyph16,caph8-5000-50000-app40x,5000,200000,259,122,class_cap,4,14634,3224,429,tree_cheaper,11344,283,70,768,201,52,7,37,46,0,10,0,0.00000095367431640625,0,137.027,1.417,136.584,1.46,3f714e09
glyph16_U004A,glyph16,caph8-5000-50000-app40x,7856,314240,2111,982,class_cap,2,9627,7591,2039,shared,186624,1183,797,9040,3356,247,29,545,550,0,84,0,0.0000013709068298339844,0,66.790,7.413,65.341,3.96,3f714e09
glyph16_U004B,glyph16,caph8-5000-50000-app40x,5000,200000,347,190,class_cap,3,10620,3750,581,tree_cheaper,19040,359,171,1792,649,83,9,82,105,0,27,0,0.0000016689300537109375,0,96.239,1.739,95.749,1.89,3f714e09
glyph16_U004C,glyph16,caph8-5000-50000-app40x,5000,200000,157,87,class_cap,4,12137,2666,356,tree_cheaper,8104,169,55,656,151,41,4,26,40,0,9,0,0.00000095367431640625,0,89.989,0.969,89.603,1.33,3f714e09
glyph16_U004D,glyph16,caph8-5000-50000-app40x,5000,200000,343,175,class_cap,3,10275,3654,558,tree_cheaper,17124,359,159,1680,594,83,9,82,112,0,23,0,0.00000095367431640625,0,87.654,1.767,87.124,1.87,3f714e09
glyph16_U004E,glyph16,caph8-5000-50000-app40x,5000,200000,267,130,class_cap,3,8669,2645,368,tree_cheaper,9820,283,104,1152,334,63,7,48,75,0,15,0,0.0000019073486328125,0,57.126,1.459,56.726,1.36,3f714e09
glyph16_U004F,glyph16,caph8-5000-50000-app40x,13656,546240,3863,1707,class_cap,2,15796,13444,3689,shared,351460,2007,1384,14896,6071,400,49,976,976,0,144,0,0.000002205371856689453,0,332.535,11.198,329.868,6.24,3f714e09
glyph16_U0050,glyph16,caph8-5000-50000-app40x,7656,306240,2061,957,class_cap,2,9437,7436,1982,shared,170296,1145,765,8496,3262,233,28,520,522,0,80,0,0.0000018477439880371096,0,106.860,7.369,105.460,3.92,3f714e09
glyph16_U0051,glyph16,caph8-5000-50000-app40x,15952,638080,4461,1994,class_cap,2,18586,15656,4226,shared,401380,2365,1613,17488,7116,477,58,1135,1147,0,171,0,0.0000020265579223632813,0,432.850,13.795,429.638,8.05,3f714e09
glyph16_U0052,glyph16,caph8-5000-50000-app40x,11552,462080,3105,1444,class_cap,2,13753,11265,3141,shared,280940,1709,1170,13184,4987,348,42,789,797,0,122,0,0.0000008940696716308594,0,150.975,10.260,148.762,5.34,3f714e09
glyph16_U0053,glyph16,caph8-5000-50000-app40x,21864,874560,5943,2733,class_cap,2,25000,21449,6011,shared,604652,3135,2225,24848,9665,632,77,1517,1528,0,229,0,0.0000016093254089355469,0,655.509,16.825,650.386,10.44,3f714e09
glyph16_U0054,glyph16,caph8-5000-50000-app40x,5000,200000,191,97,class_cap,4,13286,2881,373,tree_cheaper,8628,207,62,704,178,47,5,32,50,0,9,0,0.000001430511474609375,0,106.694,1.102,106.254,1.39,3f714e09
glyph16_U0055,glyph16,caph8-5000-50000-app40x,14232,569280,4031,1779,class_cap,2,16364,13980,3919,shared,402560,2159,1446,16688,6309,435,53,1023,1033,0,153,0,0.00000196695327758789,0,166.363,11.811,163.469,7.24,3f714e09
glyph16_U0056,glyph16,caph8-5000-50000-app40x,5000,200000,207,121,class_cap,3,8160,2821,398,tree_cheaper,11088,207,114,1328,437,53,5,52,64,0,20,0,0.000003337860107421875,0,59.031,1.133,58.581,1.38,3f714e09
glyph16_U0057,glyph16,caph8-5000-50000-app40x,5000,200000,359,204,class_cap,3,10887,3864,611,tree_cheaper,17848,359,194,2128,796,89,9,104,128,0,32,0,0.0000021457672119140625,0,131.514,1.933,130.988,1.89,3f714e09
glyph16_U0058,glyph16,caph8-5000-50000-app40x,5000,200000,359,201,class_cap,3,10197,4050,720,tree_cheaper,25924,359,205,2128,842,87,9,86,122,0,36,0,0.0000026226043701171875,0,103.912,1.834,103.332,1.94,3f714e09
glyph16_U0059,glyph16,caph8-5000-50000-app40x,5000,200000,275,151,class_cap,3,9522,3253,488,tree_cheaper,13852,283,140,1520,534,69,7,68,89,0,20,0,0.000003337860107421875,0,74.230,1.430,73.767,1.67,3f714e09
glyph16_U005A,glyph16,caph8-5000-50000-app40x,5000,200000,267,148,class_cap,3,9221,2922,418,tree_cheaper,11368,283,126,1360,420,68,7,60,84,0,21,0,0.000001430511474609375,0,69.953,1.384,69.511,1.41,3f714e09
glyph16_U005B,glyph16,caph8-5000-50000-app40x,5000,200000,191,105,quiesced,7,16687,1526,152,tree_cheaper,2372,207,64,752,170,44,5,29,39,0,10,0,0.000000476837158203125,0,100.447,1.147,100.070,0.71,3f714e09
glyph16_U005C,glyph16,caph8-5000-50000-app40x,5000,200000,131,84,class_cap,4,11752,2957,398,tree_cheaper,9460,131,70,912,230,35,3,28,34,0,11,0,0.000000476837158203125,0,84.971,0.808,84.543,1.39,3f714e09
glyph16_U005D,glyph16,caph8-5000-50000-app40x,5000,200000,191,105,quiesced,7,16993,1557,153,tree_cheaper,2360,207,65,752,175,45,5,30,39,0,10,0,0.000000476837158203125,0,113.487,1.109,113.135,0.72,3f714e09
glyph16_U005E,glyph16,caph8-5000-50000-app40x,5000,200000,207,125,class_cap,3,8188,3207,530,tree_cheaper,15384,207,117,1376,441,53,5,52,64,0,20,0,0.000000476837158203125,0,43.923,1.169,43.515,1.47,3f714e09
glyph16_U005F,glyph16,caph8-5000-50000-app40x,5000,200000,123,72,class_cap,5,17275,3086,434,tree_cheaper,9500,131,44,576,115,31,3,18,28,0,5,0,0.00000286102294921875,0,219.541,1.023,219.145,1.40,3f714e09
glyph16_U0060,glyph16,caph8-5000-50000-app40x,5000,200000,131,85,class_cap,4,12657,3671,679,tree_cheaper,13440,131,74,960,240,35,3,28,34,0,11,0,0.000000476837158203125,0,66.854,0.826,66.206,1.84,3f714e09
glyph16_U0061,glyph16,caph8-5000-50000-app40x,20000,800000,5517,2500,class_cap,2,23144,19635,5327,shared,527052,2929,2023,22128,8776,583,72,1387,1398,0,208,0,0.0000018030405044555664,0,724.860,15.744,720.621,10.04,3f714e09
glyph16_U0062,glyph16,caph8-5000-50000-app40x,14576,583040,3981,1822,class_cap,2,17446,14143,3818,shared,370664,2121,1468,15968,6389,425,52,1008,1010,0,152,0,0.0000023245811462402344,0,259.358,12.134,256.526,7.28,3f714e09
glyph16_U0063,glyph16,caph8-5000-50000-app40x,14536,581440,3963,1817,class_cap,2,17074,14149,3861,shared,374120,2083,1462,15856,6395,415,51,991,993,0,150,0,0.0000023245811462402344,0,219.784,13.153,216.693,7.28,3f714e09
glyph16_U0064,glyph16,caph8-5000-50000-app40x,14552,582080,3981,1819,class_cap,2,17387,14120,3822,shared,370244,2121,1466,15840,6393,426,52,1002,1011,0,152,0,0.000002384185791015625,0,253.470,11.616,250.580,7.28,3f714e09
glyph16_U0065,glyph16,caph8-5000-50000-app40x,14920,596800,4035,1865,class_cap,2,17504,14641,4006,shared,397532,2159,1518,17152,6562,438,53,1022,1037,0,157,0,0.0000014901161193847656,0,442.613,12.657,439.601,7.80,3f714e09
glyph16_U0066,glyph16,caph8-5000-50000-app40x,5000,200000,1245,576,class_cap,2,6766,4781,1109,shared,82460,809,447,4944,1821,161,20,299,307,0,48,0,0.0000006854534149169922,0,84.591,4.892,83.520,2.48,3f714e09
